"","id","year","mo","day","temp","visib","num_collisions"
"476",73,2012,9,2,0.12645526257574,0.755659732303267,521
"477",376,2013,7,4,1.47659160353205,-1.33263473008213,550
"478",2634,2019,9,1,1.02496837671373,0.562666198483468,620
"479",2301,2018,10,4,-0.368158688146123,0.830179556097714,735
"480",458,2013,10,2,0.776581489388876,0.77913810557624,616
"481",496,2013,11,5,-0.299359982349714,0.77913810557624,682
"482",482,2013,10,5,-0.23454423104016,0.77913810557624,647
"483",1187,2015,9,3,1.17849796440301,-1.96018793485765,634
"484",1188,2015,10,4,0.482140264798931,-0.0972310380394174,683
"485",994,2015,3,6,-1.16590629093071,-0.60954418466443,507
"486",830,2014,10,3,1.01536128372771,0.402211671320797,639
"487",37,2012,8,1,1.08509678517433,0.0889398987453717,593
"488",2473,2019,4,1,-0.338270281253669,-1.22655136933363,594
"489",103,2012,10,4,-0.488968924771503,0.755659732303267,657
"490",1870,2017,8,7,1.43782355433954,-0.794897451779396,563
"491",1599,2016,11,2,0.154903348156138,0.0376838146963146,741
"492",2630,2019,9,4,1.02496837671373,-1.08147967464576,689
"493",338,2013,6,1,0.685839437555501,-2.53344673467219,707
"494",373,2013,7,1,1.54140735484161,-0.587303141026236,617
"495",1312,2016,2,2,-0.724817504704812,0.744980028996378,711
"496",2474,2019,4,2,-0.682265082796843,0.465951735358219,537
"497",2138,2018,5,2,-0.179989455733873,-1.34426710729879,736
"498",660,2014,4,1,-0.52751665397558,0.706265368315116,521
"499",1523,2016,8,3,1.31884170732601,0.744980028996378,661
"500",2736,2019,12,5,-0.771448920233962,0.756095124733965,448
"501",263,2013,3,3,-1.06418584780245,0.77913810557624,540
"502",987,2015,3,6,-0.875757249429016,-1.1684312537099,507
"503",2438,2019,3,1,-0.924335498697596,-0.356121201206396,503
"504",683,2014,5,3,0.0415776673084201,0.706265368315116,638
"505",2413,2019,2,4,-0.847892209465779,-1.90355261121038,588
"506",2431,2019,2,1,-0.873373305876385,-0.0176205802680249,700
"507",1289,2016,1,7,-0.115779991185693,-1.83159903738242,462
"508",974,2015,3,7,-1.87386995219486,0.36850818616514,693
"509",1930,2017,10,4,0.407082843455553,0.819277330828265,603
"510",163,2012,12,1,-0.690165293711948,-3.60832463280296,619
"511",1442,2016,6,6,0.398518353563785,0.643937712667798,584
"512",2346,2018,12,7,-0.343069457157823,-1.25899468912638,558
"513",441,2013,9,6,0.958065593055626,0.77913810557624,519
"514",2370,2018,12,3,-1.33409408119567,0.830179556097714,514
"515",863,2014,11,1,-0.173413520732202,0.503562903652236,560
"516",1163,2015,9,7,0.923166807881512,0.787673487949242,504
"517",610,2014,3,7,-1.09661097525958,0.250184822823636,344
"518",388,2013,7,2,1.50251790405588,-1.8295224561194,571
"519",2513,2019,5,6,0.400681514653891,0.224165577545097,649
"520",1294,2016,1,5,-1.2255816824872,0.744980028996378,722
"521",1830,2017,7,2,1.50389667683211,0.736499136848386,424
"522",2344,2018,11,5,-0.869943307912123,0.830179556097714,743
"523",1040,2015,5,3,0.191991223297233,0.647951720687874,568
"524",2655,2019,10,1,1.12689276235615,0.756095124733965,575
"525",1048,2015,5,4,0.110749491676758,0.787673487949242,654
"526",256,2013,3,3,-0.364175733659267,-0.421673899013815,636
"527",885,2014,12,2,-0.578102815867492,0.655589752149396,611
"528",612,2014,3,2,-1.81746378221932,0.706265368315116,532
"529",463,2013,10,7,0.569171085198304,-0.504488520020025,404
"530",1405,2016,5,4,-0.548873334132622,-1.32638745573952,626
"531",1360,2016,3,1,-1.15791084765174,-0.619091241439459,617
"532",410,2013,8,3,1.23029174855575,0.0752138270234493,622
"533",59,2012,8,2,1.12060202675206,0.14955079270518,587
"534",379,2013,7,7,1.55437050510352,-1.49826397209455,471
"535",2141,2018,5,5,0.409607472491177,0.0200915834598007,805
