"","id","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","mon","tue","wed","thu","fri","sat","sun","temp","visib","wdsp","slp","dewp","max","min","mxpsd","fog","prcp","num_collisions"
"1534",2212,2018,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.32589745182652,-0.322149003929832,0.404625056744727,0.82987325956425,1.35281405487386,0.996613287418994,1.30831805245245,-0.0351812884229739,0,-0.276629860738986,614
"1535",1732,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.702945614419513,0.115662681999285,0.816872553096993,-0.323525719994236,-0.465970136608834,-0.835533838459815,-0.492104305310618,0.400858703967594,0,0.806596328642893,672
"1536",2607,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.67473633518417,-0.597907359019518,-0.610101609590314,-0.665069888741783,1.68608507816136,1.45117126519359,1.57425195851025,-0.742683874115895,1,-0.429504368678419,587
"1537",539,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.260470531563981,-1.0841908670635,-0.329190342220192,-0.0821821245701002,0.123597348589296,-0.455469813744108,-0.858893794060002,-0.514183676917843,0,-0.393654343625281,594
"1538",799,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.36946441697109,0.199509206657917,0.195972474885443,-0.0784785569349365,1.214647246928,1.31587888342365,1.28393637142523,0.557797573934327,0,-0.344738664343831,477
"1539",130,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.56596125262918,-0.880834404611567,2.11349860952664,-0.216058119327875,-1.43536175004553,-1.28816632812708,-1.56766142063474,4.40270245612194,1,-0.419755884837834,718
"1540",1063,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.851512521174415,0.416210139726188,-1.20444256763879,0.920871747150918,0.737048891410438,0.985642911029442,0.990732740654065,-1.28144387348252,0,-0.381596528790291,813
"1541",553,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.23479961782758,0.351536055155077,0.441218029170655,1.91242781296736,-1.89817957560305,-1.66271949406868,-2.41378416909351,0.733855322282843,0,-0.316782740663427,418
"1542",161,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.891361662652393,-3.06282658716468,-0.46796392481003,-0.335521306508826,-0.216301216773169,-0.83237554042383,-0.684938728921088,0.0875537420251523,1,0.506254849491566,580
"1543",1053,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0526741607458479,-2.79433466044671,-0.503451040797511,-0.238529796539614,0.314694101055373,0.0207278522814591,0.128042316417722,-0.731696270990622,1,-0.381596528790291,606
"1544",1194,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.306682084632718,0.788447218007104,-1.28941123755894,-0.446961534731176,0.354918366803475,0.346241366075959,0.305004454722613,-1.28144387348252,0,-0.381596528790291,668
"1545",743,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.26829209318727,0.604914135983676,-0.110584467971072,0.490351834465723,1.25773135519833,1.03463783490506,1.0004444633188,-0.454534479069638,0,-0.316782740663427,439
"1546",1715,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.31512980323806,0.819277330828265,1.21148185622653,0.644399589824612,-2.48330281211557,-2.42364728504576,-2.03226488413279,0.400858703967594,0,-0.349208416910856,516
"1547",1656,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.266863005968595,-1.08462113070898,0.380725428585398,0.70807888652322,0.0304415688823507,-0.471048785145007,-0.138624828203891,0.239153921848646,0,0.779717148513736,646
"1548",2505,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.376491925869577,-0.40447843276902,-0.48700205873323,-0.0513532316915391,-0.147177630871558,0.384834273202327,-0.13448265094201,-0.573249488379471,0,-0.150113903112358,589
"1549",240,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.986406946230982,0.0752138270234493,0.694969859879793,-0.164102403499765,-0.782500888646742,-1.09616074181795,-0.733102832326634,0.0484723452923882,0,1.96956663373043,490
"1550",2197,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.13789038573363,0.785304019387253,0.443282148780181,0.742984819994496,0.454884959370422,1.13127530620972,1.11654204476386,0.589162703308672,0,-0.371474384420924,526
"1551",1050,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.213944989051153,0.74191758322199,-0.779599218038015,0.803628894418183,0.344862300366449,0.218361057085263,0.249703786502334,-1.06765313918011,0,-0.381596528790291,650
"1552",1926,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.09424331737821,-0.753508354789456,-0.117728427999281,0.0458142008576887,1.24506595465865,0.830683548122161,1.40153575061828,0.0774491397296979,0,-0.295450056652542,546
"1553",1844,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.47746742783508,-1.58129029458826,-0.823871391494243,0.0458142008576887,1.48799083181392,1.40344577475972,1.54040268805306,-0.951581291936336,1,-0.349208416910856,747
