"","id","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","mon","tue","wed","thu","fri","sat","sun","temp","visib","wdsp","slp","dewp","num_collisions"
"1328",145,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.1,9.3,16,1010.9,5.4,455
"1329",2137,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-2.3,10,13.2,1028.6,-13.5,652
"1330",2443,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.1,3.6,30,1015.1,11.9,606
"1331",1047,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.4,9.8,8.6,1034.2,9.1,480
"1332",2206,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1,7.9,12.2,1007.1,0.2,535
"1333",1527,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8,5,10,1015.5,3.6,592
"1334",12,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9,7.1,9.1,1022.6,5.3,475
"1335",2448,2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.8,9.9,10.7,1015.6,7.8,658
"1336",1618,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19.4,8.8,15.3,1018,17.6,747
"1337",1166,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.2,9.7,22.6,1003.4,1.6,683
"1338",2389,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21.8,4.2,4.6,1016.4,20.9,481
"1339",2073,2018,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18,7.7,10.8,1017,16.8,778
"1340",1713,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.3,10,6.9,1035.7,8.6,687
"1341",879,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.1,9.1,13.6,1012.3,15.4,666
"1342",689,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.4,8.6,15.9,1008,2.6,378
"1343",1132,2016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.3,6,14.6,1020,6.5,660
"1344",1521,2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7,10,17,1011.4,-6.2,617
"1345",1483,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7.9,17.5,1015.8,0.1,439
"1346",48,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6,4.2,27.2,998.1,-3.6,447
"1347",881,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,6,12.5,1012.6,16.1,395
"1348",965,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.3,10,10.7,1024.6,13.3,541
"1349",2497,2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.6,10,8.6,998.7,-2.6,552
"1350",1040,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13.9,7.2,15.7,1017.7,11.6,819
"1351",730,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8,9.5,24.2,1018.1,-5.3,751
"1352",2126,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.3,7.2,22.2,993.6,5.7,609
"1353",1668,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22.1,5.6,14,1010.1,21.6,638
"1354",1555,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.8,6.7,16.3,1021.4,8.1,723
"1355",1376,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.1,9.8,9.4,1029.3,2.4,831
"1356",2371,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22.7,5.6,8.1,1017.2,21.6,604
"1357",291,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.1,10,7.1,1013.9,7.2,471
"1358",265,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14.2,10,12,1011.2,7.2,661
"1359",860,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.7,10,17.3,1023.4,0.7,546
"1360",1558,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.3,2.7,13.3,1015.5,10.9,661
"1361",131,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.4,3.3,12.7,1005.6,11.7,527
"1362",2335,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.4,6,9.8,1013.4,15.3,662
"1363",490,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3,9.8,10.5,1018.5,7.9,581
"1364",858,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.7,10,8.9,1014.1,5.1,615
"1365",2333,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18.7,10,13.1,1011.3,13.2,559
"1366",1323,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.7,9.4,11.4,1015.1,17.3,697
"1367",2378,2019,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,21.2,10,8.3,1012,19.2,608
"1368",1604,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.4,9.9,17.8,1018.9,11.6,657
"1369",2478,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,9.8,12.7,1022.5,5.6,621
"1370",349,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.9,9,11,1021.4,-8.9,703
"1371",1261,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20.8,7.2,13.6,1011.9,17.1,570
"1372",771,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2,2.6,8.9,1021.6,1.1,519
"1373",1095,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,7.3,18.1,999,5.8,563
"1374",999,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.9,9.8,12.5,1016.3,11.5,764
"1375",2141,2018,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,8.9,10.7,1015,-5.4,631
